image_name,leg_length,torso_length,shoulder_width,hip_width
MPPS\MPPS\women\Screenshot 2024-11-17 232443.png,0.4351486631464122,0.253092326300961,0.3728178064726967,0.20810548783645041
MPPS\MPPS\women\Screenshot 2024-11-17 232500.png,0.4687632515962461,0.28907811914198117,0.42498928545752884,0.22355931978850843
MPPS\MPPS\women\Screenshot 2024-11-17 232513.png,0.420443821828942,0.27462691330394995,0.49068008612448183,0.250541504747907
MPPS\MPPS\women\Screenshot 2024-11-17 232532.png,0.4755572822190515,0.2602600120362784,0.29513279540992204,0.15635706474647312
MPPS\MPPS\women\Screenshot 2024-11-17 232548.png,0.5030113471222717,0.2260717444368185,0.3302609142019057,0.19618688914766885
MPPS\MPPS\women\Screenshot 2024-11-17 232600.png,0.5322518484766754,0.22837125736765618,0.30147542729721943,0.18678368003061288
MPPS\MPPS\women\Screenshot 2024-11-17 232610.png,0.5156589096987823,0.22021515540674283,0.2809166767615865,0.17164520768930927
MPPS\MPPS\women\Screenshot 2024-11-17 232622.png,0.5076920816975743,0.2304119181796924,0.2433447890809322,0.13774782933967195
MPPS\MPPS\women\Screenshot 2024-11-17 232632.png,0.5232179119220306,0.2512911388824672,0.30763983113711435,0.17761498797172268
MPPS\MPPS\women\Screenshot 2024-11-17 232649.png,0.4730569184430303,0.2559243487903857,0.32366765087654836,0.19474964605844935
MPPS\MPPS\women\Screenshot 2024-11-17 232704.png,0.4399315720179771,0.27573099187651945,0.37168476435476494,0.19658748435106746
MPPS\MPPS\women\Screenshot 2024-11-17 232719.png,0.4383845318887752,0.27154902646410545,0.4382926947297242,0.25243690960546467
MPPS\MPPS\women\Screenshot 2024-11-17 232739.png,0.5291616572621223,0.28672418660191873,0.37136670645865755,0.23108620958683065
MPPS\MPPS\women\Screenshot 2024-11-17 232750.png,0.5066772092059317,0.25970019935325533,0.23263335308491848,0.15507491808136803
MPPS\MPPS\women\Screenshot 2024-11-17 232810.png,0.4863987967133944,0.245438676144449,0.27506227196926025,0.19247372275676713
MPPS\MPPS\women\Screenshot 2024-11-17 232830.png,0.4589481481558446,0.2638332234868619,0.30084891827062504,0.19984619441830284
MPPS\MPPS\women\Screenshot 2024-11-17 232851.png,0.47595052297563145,0.26981112245906397,0.2610528313752075,0.17382129304384455
MPPS\MPPS\women\Screenshot 2024-11-17 232909.png,0.5073119216199312,0.24736077298726722,0.31334488352189305,0.1900774436828947
MPPS\MPPS\women\Screenshot 2024-11-17 232923.png,0.4962412252782952,0.2637757858776206,0.3628828757422451,0.2128863583667921
MPPS\MPPS\women\Screenshot 2024-11-17 232935.png,0.45778053871297814,0.2248785287164167,0.3157295204010701,0.17660226432592463
MPPS\MPPS\women\Screenshot 2024-11-17 232950.png,0.48876049270291977,0.21864103266696955,0.27344136941866254,0.15228989152238895
MPPS\MPPS\women\Screenshot 2024-11-17 233001.png,0.5273658573962531,0.1664964341657423,0.2400580607909951,0.14102838612866223
MPPS\MPPS\women\Screenshot 2024-11-17 233011.png,0.4094707423303983,0.2190893706549792,0.2896915268237672,0.1757946899147687
MPPS\MPPS\women\Screenshot 2024-11-17 233028.png,0.4624508712221961,0.23617437649112313,0.26977803802397704,0.1502326455623467
MPPS\MPPS\women\Screenshot 2024-11-17 233047.png,0.48129261850132077,0.22917054759037606,0.21586785022688407,0.12729305196307103
MPPS\MPPS\women\Screenshot 2024-11-17 233058.png,0.4118732187790855,0.301390388261371,0.28130092858180517,0.147276288552141
MPPS\MPPS\women\Screenshot 2024-11-17 233117.png,0.4403419190936379,0.26967210240432493,0.3310996094180622,0.1879244799412986
MPPS\MPPS\women\Screenshot 2024-11-17 233130.png,0.38564220270206656,0.22449456824863978,0.34434095296336203,0.20010758844611973
MPPS\MPPS\women\Screenshot 2024-11-17 233146.png,0.45039663756459297,0.23178146485268997,0.282130580141135,0.1544618134947836
MPPS\MPPS\women\Screenshot 2024-11-17 233159.png,0.4279100475706347,0.21502400597962734,0.24772112954890896,0.14817449299099805
MPPS\MPPS\women\Screenshot 2024-11-17 233210.png,0.5027780033899744,0.23068332259190097,0.21622164509653374,0.11167458690829843
MPPS\MPPS\women\Screenshot 2024-11-17 233223.png,0.5023126423397544,0.2555191292493123,0.22581032276021032,0.18114340452896877
MPPS\MPPS\women\Screenshot 2024-11-17 233244.png,0.48636397754922506,0.2626574145687735,0.300969866451376,0.18584397826330182
MPPS\MPPS\women\Screenshot 2024-11-17 233255.png,0.5088344870543602,0.24065461291076978,0.2620384764515277,0.18369487009898114
MPPS\MPPS\women\Screenshot 2024-11-17 233330.png,0.4944313346951234,0.261449131094823,0.3594015204672207,0.20816493681517023
MPPS\MPPS\women\Screenshot 2024-11-17 233342.png,0.4969349650146712,0.28342062340916396,0.3446691642230485,0.19607929750691372
MPPS\MPPS\women\Screenshot 2024-11-17 233358.png,0.4121283394263369,0.23544562466854832,0.33843301309924845,0.17897335983937354
MPPS\MPPS\women\Screenshot 2024-11-17 233417.png,0.4723815237841538,0.2523083565308663,0.26842313417420177,0.13033885359651853
MPPS\MPPS\women\Screenshot 2024-11-17 233428.png,0.5145691957802172,0.24765931834382857,0.31347641848231567,0.18475792007647365
MPPS\MPPS\women\Screenshot 2024-11-17 233443.png,0.47550478753363357,0.23806091028331292,0.30081068653568555,0.1565180176548987
MPPS\MPPS\women\Screenshot 2024-11-17 233454.png,0.5247418134440981,0.2392216091550513,0.29281151878239037,0.08849246422714756
MPPS\MPPS\women\Screenshot 2024-11-17 233524.png,0.46047404122355534,0.26867808678721045,0.3705921960849235,0.16740629849549168
MPPS\MPPS\women\Screenshot 2024-11-17 233538.png,0.45028217423503186,0.2861821207383757,0.372697930196086,0.18239983546385227
MPPS\MPPS\women\Screenshot 2024-11-17 233548.png,0.4931794846916469,0.27393212692632796,0.3052591276282602,0.18047512956580078
MPPS\MPPS\women\Screenshot 2024-11-17 233601.png,0.47053909167397917,0.2210169077836501,0.25852878528497164,0.17509122078966932
MPPS\MPPS\women\Screenshot 2024-11-17 235147.png,0.44348254747831006,0.26844846425938707,0.3458306691030243,0.20202349177038761
MPPS\MPPS\women\Screenshot 2024-11-17 235200.png,0.46819749484256223,0.22232924817023822,0.2951736511214239,0.14587306347192316
MPPS\MPPS\women\Screenshot 2024-11-17 235216.png,0.4582115917795102,0.25493826335646697,0.25654591885441874,0.13404788498520456
MPPS\MPPS\women\Screenshot 2024-11-17 235316.png,0.5271374845835334,0.22774073327414115,0.35229131676012637,0.21302640569995296
MPPS\MPPS\women\Screenshot 2024-11-17 235342.png,0.45633193931341326,0.2566495775701661,0.38009166113275633,0.22973733061270601
MPPS\MPPS\women\Screenshot 2024-11-17 235359.png,0.46071005940960175,0.24264558755597554,0.3486976945799736,0.1928930809172361
MPPS\MPPS\women\Screenshot 2024-11-17 235410.png,0.5159041692171583,0.18179102069636238,0.30214027338156657,0.17236465663634154
MPPS\MPPS\women\Screenshot 2024-11-17 235433.png,0.4984411286872825,0.26716566762767546,0.30838545877858226,0.18283030615123502
MPPS\MPPS\women\Screenshot 2024-11-17 235448.png,0.4881376915539117,0.2689293238701543,0.36419212019994707,0.2202059172117927
MPPS\MPPS\women\Screenshot 2024-11-17 235503.png,0.47747195119392855,0.2476614205690692,0.3516531611335634,0.21014446829952538
MPPS\MPPS\women\Screenshot 2024-11-17 235519.png,0.48886248313004904,0.2403348775521408,0.29000405659670075,0.17930751375296028
MPPS\MPPS\women\Screenshot 2024-11-17 235533.png,0.48663646001549826,0.22916775492544944,0.31474223250394356,0.19554344377081181
MPPS\MPPS\women\Screenshot 2024-11-17 235603.png,0.4478383074874147,0.22170914609397302,0.30206679392352087,0.13819344740641054
MPPS\MPPS\women\Screenshot 2024-11-17 235617.png,0.508550243661112,0.2592711369706002,0.30208744473535654,0.20438527883447558
MPPS\MPPS\women\Screenshot 2024-11-17 235640.png,0.4690045083626567,0.25325991509911694,0.3814242958470236,0.2274090091138693
MPPS\MPPS\women\Screenshot 2024-11-17 235658.png,0.5304389500823701,0.22926598700023623,0.302714234360628,0.18516151510080964
MPPS\MPPS\women\Screenshot 2024-11-17 235750.png,0.5089846671786356,0.24057812227984224,0.3354511534373442,0.19571007012628558
MPPS\MPPS\women\Screenshot 2024-11-17 235809.png,0.47645433438677115,0.24763881475118688,0.2904806999419331,0.16678765741903276
MPPS\MPPS\women\Screenshot 2024-11-17 235840.png,0.46756830513494996,0.24205933832854304,0.35532381956036674,0.2164900805902163
MPPS\MPPS\women\Screenshot 2024-11-17 235853.png,0.4881743394460705,0.2553325370706272,0.3312981460025235,0.20400695276389907
MPPS\MPPS\women\Screenshot 2024-11-17 235910.png,0.45369276262481045,0.2547777906430244,0.40202592968448436,0.25203159157552624
MPPS\MPPS\women\Screenshot 2024-11-17 235942.png,0.5234295128786977,0.2537357064421544,0.32389176155085503,0.20554982499392785
MPPS\MPPS\women\Screenshot 2024-11-18 000005.png,0.5151612812443361,0.2461464555258975,0.28258020882913726,0.17390987419919962
MPPS\MPPS\women\Screenshot 2024-11-18 000021.png,0.4292978732956217,0.21496531297967295,0.31614866158162946,0.16958445496735725
MPPS\MPPS\women\Screenshot 2024-11-18 000050.png,0.4581350162321254,0.23394861114522433,0.41111901024359315,0.2189392015354165
MPPS\MPPS\women\Screenshot 2024-11-18 000125.png,0.49319006341097915,0.2503510205673891,0.305557872489197,0.18152044662566907
MPPS\MPPS\women\Screenshot 2024-11-18 000243.png,0.501610249550728,0.22036203157080375,0.2924896242995064,0.1875217149055132
MPPS\MPPS\women\Screenshot 2024-11-18 000257.png,0.41740708731406356,0.25243215059434243,0.3307413327863097,0.20624974597290793
MPPS\MPPS\women\Screenshot 2024-11-18 000311.png,0.4691521985732894,0.23899225558502338,0.29380726813963826,0.17999147986742994
MPPS\MPPS\women\Screenshot 2024-11-18 000324.png,0.45913780541250787,0.25228566798699037,0.3126708451646872,0.19389171268296154
MPPS\MPPS\women\Screenshot 2024-11-18 000348.png,0.4447206463627825,0.24128472678336657,0.36262098246646507,0.21538231553069215
MPPS\MPPS\women\Screenshot 2024-11-18 000413.png,0.5165533910909245,0.24456860456388624,0.3035164429016214,0.1931078446638274
MPPS\MPPS\women\Screenshot 2024-11-18 000652.png,0.4768515860932967,0.2568147051361001,0.3176028218196797,0.18246465544713394
MPPS\MPPS\women\Screenshot 2024-11-18 000937.png,0.4686414955406287,0.25819238475102324,0.3496963187357199,0.21331670024761154
MPPS\MPPS\women\Screenshot 2024-11-18 000955.png,0.5039599168125822,0.22356649122906364,0.3083255891172653,0.18810966727495176
MPPS\MPPS\women\Screenshot 2024-11-18 001035.png,0.4780804238424978,0.24009192829625928,0.3458513631615822,0.22092462081019004
MPPS\MPPS\women\Screenshot 2024-11-18 001046.png,0.49147154151594974,0.2192313535577977,0.28257130960954163,0.16816006548712434
MPPS\MPPS\women\Screenshot 2024-11-18 001059.png,0.49180525291894167,0.2122077510399531,0.2830018549108546,0.16926918381539133
MPPS\MPPS\women\Screenshot 2024-11-18 001123.png,0.4942120398151038,0.23339295135036664,0.18425190895665808,0.15131952835796053
MPPS\MPPS\women\Screenshot 2024-11-18 002226.png,0.47454588885428506,0.24644179024735668,0.3004967083444739,0.18079082404312807
MPPS\MPPS\women\Screenshot 2024-11-18 002238.png,0.4721684586037317,0.22514840654131432,0.41575083781100175,0.25289125392403994
MPPS\MPPS\women\Screenshot 2024-11-18 002253.png,0.47623545930872496,0.2547805944809638,0.33283960240178834,0.19883999471365071
MPPS\MPPS\women\Screenshot 2024-11-18 002413.png,0.42708430987303614,0.26491984430137955,0.3473002193699732,0.20243670086892182
MPPS\MPPS\women\Screenshot 2024-11-18 002425.png,0.4445289217871513,0.25522171251988623,0.3348934778926662,0.2000145231239123
MPPS\MPPS\women\Screenshot 2024-11-18 002442.png,0.41451886232470037,0.230097652134304,0.32646866891672904,0.21042858142459595
MPPS\MPPS\women\Screenshot 2024-11-18 002455.png,0.47721906189515717,0.2528852714493552,0.3767063006268583,0.2390610504178511
MPPS\MPPS\women\Screenshot 2024-11-18 002517.png,0.5104371480107346,0.22664352369552812,0.2662369076039711,0.14536504699882874
MPPS\MPPS\women\Screenshot 2024-11-18 002526.png,0.45648899381069863,0.2478800208282622,0.29358868879807054,0.17881282213298552
MPPS\MPPS\women\Screenshot 2024-11-18 002542.png,0.40914806496670086,0.19487732103383637,0.3243452689454711,0.19992392877147172
MPPS\MPPS\women\Screenshot 2024-11-18 002552.png,0.42997767500812895,0.2378004991040892,0.34214331307278917,0.20881506544826772
MPPS\MPPS\women\Screenshot 2024-11-18 002610.png,0.446009598433422,0.24689661614570826,0.3689557248406737,0.20287980153061036
MPPS\MPPS\women\Screenshot 2024-11-18 002619.png,0.4665805568354395,0.23638150990592083,0.3258423295206243,0.199519001356536
MPPS\MPPS\women\Screenshot 2024-11-18 002638.png,0.45547083280723755,0.23219644777270826,0.3212881846613804,0.1686096242395765
MPPS\MPPS\women\Screenshot 2024-11-18 002650.png,0.4574595667517986,0.21982186136490742,0.34683239240734437,0.18850488871697893
MPPS\MPPS\women\Screenshot 2024-11-18 002706.png,0.4943973187756232,0.2563930348848989,0.34060054342431767,0.1982938339556239
MPPS\MPPS\women\Screenshot 2024-11-18 002717.png,0.4859418368636315,0.2522840188189591,0.34311567393100434,0.2150886024939348
MPPS\MPPS\women\Screenshot 2024-11-18 002743.png,0.47109434004204165,0.24261255886615424,0.3492870943306855,0.22788907119274943
MPPS\MPPS\women\Screenshot 2024-11-18 002800.png,0.45296468849857585,0.22165951055566563,0.30234112148501635,0.15719423933689686
MPPS\MPPS\women\Screenshot 2024-11-18 002823.png,0.48460186947756667,0.25100046825890715,0.3347006526499939,0.17760077061592588
MPPS\MPPS\women\Screenshot 2024-11-18 002841.png,0.4795023823055851,0.2293044041933751,0.34727668196866274,0.19421713394651224
MPPS\MPPS\women\Screenshot 2024-11-18 002851.png,0.49641471517628444,0.22767366279645315,0.3186496682241612,0.19450033478353623
MPPS\MPPS\women\Screenshot 2024-11-18 002910.png,0.48539082943039075,0.2586863177055725,0.3833838210947382,0.21297278133072292
MPPS\MPPS\women\Screenshot 2024-11-18 002925.png,0.4756428169949274,0.2261518120955833,0.35710014185312355,0.22072752980660845
MPPS\MPPS\women\Screenshot 2024-11-18 002941.png,0.5154835395954325,0.2596370352721388,0.3271013679901666,0.2027232837550596
MPPS\MPPS\women\Screenshot 2024-11-18 002958.png,0.48302455530871635,0.25729997889132794,0.396651625667412,0.24538871075693552
MPPS\MPPS\women\Screenshot 2024-11-18 003004.png,0.49418146775227134,0.23733622274647256,0.4779958271036208,0.26524275626435706
MPPS\MPPS\women\Screenshot 2024-11-18 003016.png,0.5450768613263097,0.247687386698399,0.3681927189766493,0.1901038408912018
MPPS\MPPS\women\Screenshot 2024-11-18 003035.png,0.4754311280926803,0.2638239701313148,0.4095180789666137,0.2441081823236321
MPPS\MPPS\women\Screenshot 2024-11-18 003047.png,0.5183681452423737,0.21981577955714104,0.35986417769012485,0.24115459715805418
MPPS\MPPS\women\Screenshot 2024-11-18 003122.png,0.4980709813222623,0.20084639134273116,0.38611659507850143,0.2329613464136007
MPPS\MPPS\women\Screenshot 2024-11-18 004436.png,0.5186394423147586,0.22792443739404755,0.3566408391754911,0.21527079720003026
MPPS\MPPS\women\Screenshot 2024-11-18 004509.png,0.4822528756408492,0.2555955842649662,0.41498576344533317,0.2611390249447128
MPPS\MPPS\women\Screenshot 2024-11-18 004541.png,0.53402198428619,0.20957896713098617,0.37798590932258647,0.21468733173662097
MPPS\MPPS\women\Screenshot 2024-11-18 004602.png,0.4862627915507722,0.1916643911702283,0.2924842764662818,0.17803521675070225
